Asset_ID,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10
Asset_1,1.0,0.04524120412987494,-0.817815372404779,-0.6104053402063028,-0.018612474780310972,0.037730783924404175,-0.3102852782923474,0.10450612711537668,-0.23631849439278071,0.6380042828283036
Asset_2,0.04524120412987494,1.0000000000000002,-0.24541144488713962,-0.5477682773182216,0.06410384792694092,0.008634687018899375,0.09314237365987542,-0.14336270206248927,0.08585235070548929,-0.3129472532653977
Asset_3,-0.817815372404779,-0.24541144488713962,1.0,0.4853103961199841,-0.3419560285376576,-0.1936174075022697,0.3751722762307761,-0.37571655190983316,0.40513391848243574,-0.41612660187491546
Asset_4,-0.6104053402063028,-0.5477682773182216,0.4853103961199841,1.0,-0.25358145615518246,0.216003064409298,-0.12345168017177749,-0.2580832346786247,0.4661242041366265,-0.16070516083054048
Asset_5,-0.018612474780310972,0.06410384792694092,-0.3419560285376576,-0.25358145615518246,1.0000000000000002,-0.33035968014425254,0.3683318929565495,0.9626728532356862,-0.8051695625460554,-0.386878528597957
Asset_6,0.037730783924404175,0.008634687018899375,-0.1936174075022697,0.216003064409298,-0.33035968014425254,1.0,-0.9528445919590549,-0.2714315111412963,0.010045358595200254,0.6481952981141667
Asset_7,-0.3102852782923474,0.09314237365987542,0.3751722762307761,-0.12345168017177749,0.3683318929565495,-0.9528445919590549,1.0000000000000002,0.258637481902042,0.00863534495342666,-0.8233096352164002
Asset_8,0.10450612711537668,-0.14336270206248927,-0.37571655190983316,-0.2580832346786247,0.9626728532356862,-0.2714315111412963,0.258637481902042,0.9999999999999999,-0.8973953934545751,-0.17459867478821103
Asset_9,-0.23631849439278071,0.08585235070548929,0.40513391848243574,0.4661242041366265,-0.8051695625460554,0.010045358595200254,0.00863534495342666,-0.8973953934545751,1.0,-0.14631101586329692
Asset_10,0.6380042828283036,-0.3129472532653977,-0.41612660187491546,-0.16070516083054048,-0.386878528597957,0.6481952981141667,-0.8233096352164002,-0.17459867478821103,-0.14631101586329692,0.9999999999999999
